字段1_文本,字段2,时间,字段3,时间1
菊子辉煌460,用车时间大半年，里程到了11232公里，我觉得这个里程算是用车大户了。平时喜欢带着孩子自驾游，一放假我们就出去了。 有点：外观和内饰就是正经豪华车的感觉，尤其是整体氛围已经超过了豪华车里价位比较低的那几款车型；开车的感觉上比2.0T的油车还要好，电动机加速很快，完全不像这么小车该有的表现；电池续航够用，我算比较省的，平时能跑400公里上下。 缺点：工艺水平和奔驰还是有差别，这一点更像是国产车。一血以后去补漆，师傅那仪器去测量漆面，发现厚度差距很大，很不均匀；中控系统对第三方软件的适应能力很差，打开软件速度非常慢，而且默认的音乐播放软件老是播着播着就没声音了，要重新启动，很烦。,2023-10-22,天津,
Wu火火,"满意点：
外观设计非常亮眼，在路上的车中，颜值很高，也很亮眼，毕竟有奔驰设计的加持。内饰包括氛围灯我也非常喜欢，这是我买这个配置的原因。续航虚标不严重，在市区跑基本没有多大的折扣，高速打7折，也是够用的状态。智能化方面，助手响应速度还可以，新的ota升级后屏幕启动速度更快了，也是值得表扬。遮阳帘很实用，夏天不用车里戴帽子。动力方面，自测零到一百5.6s左右，动力也很足。

不满意点：
ota升级更新较慢，用户的声音反馈也是很慢，用户一直期待的网易云，包括carplay，高德地图的升级版。系统也是很卡，8155芯片的优化还不到位。没有行车记录仪和哨兵模式，当然在新版的车子上已经有了，但对于老车主来说就会有点难受，希望后期smart厂家可以给老车主选装。",2023-10-10,南京,
苦了加丶糖,"精髓是Comfort模式，一个字顺上下班首选。运动模式有点冲，建议直接Brabus模式电门反应快。加速直充后脑勺，头几回头皮会发麻。动力储备这种东西就是可以不怎么用，但不能我要的时候没有！
感谢新能源的发展和双电机加持，让我体验到了超跑才有的加速爆发力，做一回鬼火少年，也算是我30岁前的礼物吧。

之前是根本没考虑过纯电车，我的目标都是ct4，或者便宜点的迈锐宝xl，一个偶然的瞬间我开窍了，我要的后驱，四驱，零百动力，甚至乘坐空间，Smart纯电车都可以给到我，然后我就下定决心了。我爸妈开始都是反对的，但主要都是我自己支配的钱，他们也不好说什么。最后提车给我爸我妈试驾试乘还是很满意的。



最后的最后我要说给购买和准备购买的朋友，车是好车，除了车以外的营销，车主群里每天充斥着下头的信息，要有所预期🤡",2022-11-24,上海,
用户9548792691652,感觉还可以哦！ 好多黑的人，估计不是车主的多，赶上补贴一辆就二十万少点的车不能要求过多啊！ 那些看着特斯拉降价就不得了的人，真不理性。 很庆幸选定时没考虑特斯拉，要不刚定就降几万谁受得了，就是冤大头。 现在去订特斯拉的，你不怕过一个月又降价啊，人家明显在清库存，六年的车型了😂,2023-01-15,南通,
steven邢,就是被smart外观吸引下的订，虽然提车时间等的久，但提到车才觉得等待是值得的，一直都有smart梦，奈何那会儿孩子小，两座的smart放不下那么多东西，选择了其他车，smart精灵概念车出来的时候，我朋友就立马告诉我，你的“梦中情车”出现了，就一直关注，到小订大订到提车，我已经开了两个月，smart精灵除了提车等的时间长点，其他都不错啊,2023-02-25,成都,
Smart什么时候交车,【驾驶感受】 噪音还能接受，滤震稍微差点 【最不满意】 抢方向盘真的很烦，还有就是定速巡航不太智能 【最满意】 外观很讨喜，回头率很高,,深圳,2023-01-25
芝澜生于幽谷,续航一般，电池利用率低，标称五百多功率续航，实际用下来也就350公里左右，很不合时。最多的一次在市区开了280公里，然后又跑了100公里的高速，这是最多的一次。 开车时对操作的反馈很细腻，驾驶感非常好。动力没的说，跑起来也很稳。小车也没多重，加速的时候一脚地板油感觉要起飞了。 而且smart的颜值我觉得是这个级别车里边最高的，奔驰的高级感夺目而出，这价格没有不值这种感觉。 车里边的豪华感也营造的很好，氛围灯在晚上效果满满，亮度正好，不得不服奔驰就是有能力。 原车很多配置都是收费解锁的，自己花钱解锁了座椅通风的套餐，总觉得有点不平衡，本身车上就有这个零件，还得另外加钱才能启用，二次收费的心情真的很不好。,2023-10-18,石家庄,
冀西南林路的夏天,本来是给老婆买的smart精灵1，夏天我开了两个月，不得不说，电车真香。 每天上下班40公里左右，一个半星期充一次电，算下来每公里8分钱左右，这可比油钱省多了，市区代步一点毛病没有。 外观和内饰非常好看，我们选择smart精灵1的主要原因就是这一点。 充电速度很快，设置90%电量半个多小时就能充满。 同尺寸下这个车的空间大一点，我不管在副驾驶还是后排都能坐得下。A柱比其他车要高一些，开车时候视野更好，加速也很棒，非常快。 蓝牙钥匙很好用，手机就能解锁车子，现在物理钥匙天天在家，很省心。变道辅助很好用，说句不合适的话，我已经很少去看后视镜了。 原厂轮胎不好，路由有水就废了，非常容易刹不住。怎么也是千元级别的轮胎，怎么能是这个表现。,2023-10-20,廊坊,
大聪明车主Gogo,操控感收非常好，空间相对局限适合女车主，车机系统较为顺畅不过有时候语音交互会有误,,上海,2023-02-05
月影战天荷,提车太慢了太慢了太慢了，从订车到提车用了半年你敢信。8月份抽签中了，一开始承诺11月份交车，结果交车一周前通知又要等到次年1/2月份。页面上显示已预排产，也不能退定金了。 抛去提车慢不谈，smart开起来比想象中满意的多，特别是加速度非常快，比同事2.0T的福克斯快多了，完全满足了我的要求，而颜值和内饰也满足了女朋友的需要。 这是家里首台车，就是当做主力车型用的，事实证明它也能做到。这大半年除了没有长途自驾游以外，其他的用车可能都试了一圈。虽然电池有点小，但是我和女朋友两个人用车完全没有里程焦虑，上下班而已，满电开到390公里足够了。 缺点就是价格高，实在是砍不下来，不得已做的按揭贷款。再一个就是过弯时候的离心力大，平时开车要避免。,2023-10-11,北京,
晓飞影,smart 精灵#1 作为全新 smart 品牌，在奔驰和吉利联手打造的情况下，算是比较成功的一款车型，并且我也赶上了一次价格福利，买车确实不是像买手机那么简单，想挑一款合适的车型太难了。可能在男性眼里，20W 的预算下，不要豪华感，不要精致感，不要颜值，可以有许多选择，但是对于女性来说，看中的部分和男性就不一样，许多车企都开始盯准女性市场了。 Smart Premium 顶配因为采用了 Sic碳化硅电机，CLTC 续航是 560km，比其他版本的 535km 多一些，因为才开几百公里，加上折腾车机，实际跑了 460km 左右，冬天来临估计会进一步下降，不过也足够了，可以摆脱里程焦虑。 老婆天天开车上班心情也好了很多，露营的次数也多了，只要逮着机会就去溜娃，确实生活上有更好的体验，有人是否真心喜欢一台车，就是停车后是否会回头多看一眼车，这一点 smart 精灵#1 做到了。希望官方也能运营好社区，回馈老车主，真心听取车主的意见。等有机会再分享我给这台车添置的周边物品，可以参考一下。,2022-11-23,武汉,
蔡言芝,奶凶奶凶的精灵一号，前期厂家的操作和交付真的败好感。 app崩溃导致不能6号下订，这个后果让买家承担本身就不合理。7号一早终于成功付款，结果还是给我拖到今年一月，然后就一个行车记录仪的赔偿，还是我多次联系400后才给的。 最后说说车本身，外观没得说，内饰差一点，特别黑内，白色的质感真的差。开还是好开，动力也足，起步超车都够用。车机系统不是很顺滑，略显卡顿，看后续ota能否完善。中控屏幕分辨率一般，360影像拉垮。 以上。,2023-01-10,成都,
奥特曼爱揍娃,提车快一年了，车子开得很好，配置给得比较足。优点是，颜值高，动力足，配置够用。缺点是智能化不足，蓝牙钥匙不好用，无线充等于零。我得车是沃尔沃xc90，一个月油费2000多，买了这个车一个月不到100，太香了。跟油车比空间肯定比不过，但是用车成本，用车体验，动力都很好，不比油车差。但是不太适合家庭唯一用车。如果是家庭第二辆车不太推荐，应该是不推荐所有的纯电作为家庭唯一用车。一油一电最合适。这车的软件部分还有缺陷。比如蓝牙钥匙，你刚启动永远连不上，必须弹出手机app解锁。速度有点慢。车机刚启动时速度更慢。希望能改进一下。车机应该是休眠，多少时间不启动再彻底关机，这种我觉得就会好的多。车子的外形我觉得很好看，能比得上这个颜值的，同价位的小车基本没有。,2023-09-23,重庆,
滴滴答答要出发的车,去年国庆前到车的。提车到现在正好有一年了。开了也有一万多公里了，当做日常通勤车使用的，所以现在来做个小总结，时间刚刚好。总体来说，这是一辆颜值足够能够秒杀同类价格区间的车型： 论空间，2.7的轴距以及可调整的后排座椅，决定算得上宽松； 论功能，该有的功能都有，还在通过ota不断增加新的功能； 论内饰，氛围灯，加上独特风格的内饰，真皮座椅，在同价区间内，决定找不到更适合小姐姐的了； 论性能，66度电，200kw的电机，三种驾驶模式，三种能量回收等级，还有额外的单踏板选择，反向宣传的百米加速度，还有什么好挑的； 论性价比，单纯从车的角度来讲，有比smart更便宜的车。但是，算上颜值，算上内饰，算上各种功能，线下的各种活动，我愿意为这种软性的服务和功能买单，我认为我愿意为其买单。,2023-09-22,上海,
斯内普丶泪,就说开了2天察觉的缺点： 胎噪大大、没有纸质说明书看着不方便、音响真的很一般、座椅菱形打孔没有更改！头不能前后移动、,,大连,2022-12-23
用户9913692094371,提车已经快一年了，跑了两万多公里，简单说说我对这个车车的感受： 【外观内饰】：这方面真的没话说，每一个设计的点都恰好踩在女生的审美上，开着它上班，每天的心情都会变得好好。 【空间】：经常有1.8m的北方大高个同事坐我的车，坐在后排也不会觉得拥挤。储物空间稍微少了一点，如果是满座的情况下其实拉不了太多东西，但如果是1-2人的话，座椅放倒后的空间还是足够使用的。 【续航】：这个只能算中规中矩吧，电耗不是特别低的那种，也可能与我个人的开车习惯有关。但是晚上可以随手充电，也不会有特别大的里程焦虑。 【手机蓝牙钥匙】：这个真的时灵时不灵啊！有一段时间优化的不错到车旁边马上就能感应到，最近又不行了，跪求工程师改回原版本。 【智能驾驶辅助】：挺好的，但是bug也挺多，偶尔会被突如其来的制动吓一跳，有时候低速行驶或者倒车的时候突然来一脚制动，吓得我以为撞到车了，这个我觉得可以再优化下。 总体来说，精灵一号给我的感觉是瑕不遮瑜的，用车过程中各种贴心的提示，车内空间的设计，都让我开始享受开车这件事。同时，它也让我更浪了哈哈，周末想去哪儿就去哪儿，带着孩子到处走走看看，可以去深山探险，也可以去湖边露营，这是这辆车带给我最大的价值。,2023-08-21,温州,
Joker168335980,空间，后排有点拥挤了，1拳左右 智能化这块，手机控制智能泊出，2次了差点撞车 内饰这块，我是黑内，白色塑料感太强烈了，毕竟20多万的车了，,,太原,2023-01-06
Baikaishui,从开始下定到交车等了半年多，也是第一购买新能源汽车，整个过程体会不很好。因为外观下定的，交车后也没很失望，续航城市够用，出门新能源车是真不行，是心里没底，高速也就300多点。,,石家庄,2023-01-03
逆灬枫,小型精品电车的代名词，城市驾驶灵敏，底盘紧致。外观和内饰足够奔驰化，和一众国产新势力的设计完全不同，基本上配置拉满了。很多人说这车不值这个价，但第一批车主的提车价格还是很香的。,,苏州,2022-12-13
30秒懂车,smart精灵#1则是浓郁的电气化时代产物，简约的设计风格之下，更多是仪式感的彰显，例如灯光秀、发光的smart圆标等，且B柱处还有一个奔驰车标。smart精灵#1的车身尺寸为长4270mm、宽1822mm、高1636mm。 内饰方面，Smart精灵#1，豪华感更多一些，并通过大面积的多色氛围灯带，去组合出光影的质感，如果选择触感金的内饰配色，质感则更上一层。 smart精灵#1则为三元锂电池组，最大功率200kW、最大扭矩343N·m，CLTC工况下的续航里程为535km和560km。,2022-07-25,,
METALMUFF,空间其实有点小了，但是对于家里有一辆大车来说，这个空间平时上下班代代步也够~驾驶舒适上面感觉避震是偏硬的~续航官方标的560实力用下来平均在400吧！,,上海,2023-02-21
王钰,内饰外观都不错，续航拉胯，跟我2018年买的比亚迪秦ev450一个水平，方向盘转向有异响，空调制热抖动，加速快，操控还行，座椅坐姿不舒服，内饰漂亮，氛围灯好看。,,北京,2023-01-06
用户2173208069095,一直关注且看好这个精灵一号，预约了去试驾。全市只有一个综合体有展厅和样车，不远“万”里跑过去，专门试驾一下，感觉如果合适就会直接下单了。但当天赶上了大雨，商场外路况拥堵不堪，几乎无法行进，在售车小姐姐的推荐下，选择在车库里试驾。 于是，让我放弃购买的问题来了……其它都还好，就是这个刹车的调教，简直让人大跌眼镜！我太太先试，我特别嘱咐陪驾把动能回收设定在弱（是的，没有关闭，最低就是弱），跑了几圈，媳妇反映说刹车太难受了…很难控制…我当时深表不以为然，觉得应该是还没适应。于是，换我这个自诩老司机的出马——然而，的确，不管是正常行驶还是排队跟车，车身在刹车时都有特别明显的前后晃动感，刹车踏板行程特别短，稍微一踩就定住…卡顿特别明显，很快就眩晕了（晕车感），且适应了很久（跑了十几分钟），不论你是多么注意，脚下多么有分寸，都一样不行，一卡一卡的，太难受了。试驾结束后，果断放弃预订。 总结： 1. 颜值很高，女性同志特别满意； 2. 内饰其实还可以，塑料感也没那么特别不堪； 3. 车机UI太花里胡哨了，跟学生作业似的，一点儿都不像是奔驰这种大家闺秀的感觉，山寨味儿很浓； 4. 前门有无框玻璃唉，很亮点，但最前面有个固定的三角形玻璃角（A柱），感觉稍有不慎会被扎伤（大家小心）； 5. 后排空间满意，尤其车顶很高，乘坐包括视野舒适度很好； 6. 作为通勤小车，续航里程不重要； 7. 一切都好，只差在刹车，唉！ 以上试驾体验，仅供大家参考，也希望厂家能够尽快修正和改善刹车的不良体验。,,,2022-09-05
吔碗面先,1.外观：个人觉得还行，挺好看 2.内饰：好看，有奔味，但是材质用料一般 3.配置：这个价位，算比较齐全 4.空间：小型suv，这空间非常可以 5.续航：不虚，弱动能回收，舒适模式秋天城市续航接近1：1 6.智能化：软件反应速度还行，车机精灵比较笨 7.驾驶感受：好开，好路舒适，胎噪较大，烂路颠簸过滤不佳 另外使用u盘无损音乐，经典模式，音响效果还不错，对得起价位，没有说的那么差。,2022-11-05,广州,
GATTACA403,目前感觉缺点 悬吊偏硬，煞车不够线性， 自动驾驶不能跟acc分开启用，车机太多设置分散,,惠州,2022-12-03
布鲁格林0701,"满意的地方：
【颜值】越来越饱和的电动车市场里，好的设计是强大的竞争力，大聪明的颜值已经好几次被路人夸赞，包括内饰。

【空间】小身体，大空间。后备箱虽然不大，但日常大部分情况也够用。

【驾驶】操控感受不错，加速有力，辅助驾驶好用。空调给力，能耗表现也不错。",2023-10-08,北京,
奔跑的大绿猫,外观时尚，内饰塑料感强，车机拉垮，大屏界面混乱，行驶质感优质，空间中上等，续航打折有点多。,,贵阳,2023-02-18
不二雄80922662,外观一股清流了。很明显的精致轻奢风。内饰用料一般。但是设计感出类拔萃！内外呼应。动力单电机老霸道了！空间那真是麻雀虽小五脏俱全啊！打一套军体拳也不在话下。高科技配置可能少点。比如雷达之类的！市区跑轻松加愉快哈哈哈,2023-09-01,石家庄,
猕猴桃爱尔,外观好看，车机流畅，车机可以说独一无二哈哈，电子宠物养起来！虽然不是夹胶玻璃，但我感觉nvh做的真的不错了，驾驶感受紧凑，比较运动，电门响应快，刹车灵敏，一号的后备箱偏小，如果家庭用车可以考虑三号，空间更大，购车后各种活动也都是很年轻化充满活力的，还有后期ota和手机app的更新，感觉工程师真的有用心在听用户的声音，每次更新改进的东西都是大家至少提意见的，呼声最大的改进。,2023-08-01,北京,
新座驾,【最满意】 外观十分时尚，相较之前的燃油版车型，电气化后的SMART整体大了一圈，造型依旧比较圆润，充满了浓郁的子化气息，车内空间也有明显提升，后排可以很舒适地坐两个人，但如果是三个人的话，受制于车辆的横向空间，可能会略有局促。车内NVH相较老款有质的飞跃。 【最不满意】 内饰设计极为精致，但是有些地方的用料却不是很讲究，塑料感略强。 【驾驶感受】 体验下来整车的驾驶感受和之前的燃油版SMART完全不是一个量级的，纯电动车型的驾驶平顺性肯定要优于老款的三缸双离合，更老版本的AMT就更没法比了。而且底置电池带来的低重心优势也是燃油车无法比拟的。尽管车身变大但是实际操作起来还是保持了小车应有的灵活感。,2022-08-11,,
海蓝,Smart先把产能搞出来好吗，别整天刷这些没用的帖子，半年交付不了，无限期拖，想退不给退，民法典第五百八十七条明确有说接受定金一方，无法按期交付，需要双倍返还定金。请问你们同意吗？是不是要说合同没有约定交付时间了！这样看来，都是你的理，老百姓就是活该倒霉！口碑不比5000重要？销售拉胯，说真的，你们销售都培训吗？售后有吗？一天天净整那些没用的！,,,2022-12-05
高转青年,"【最满意】台车的潜客大多是精英白领，又或是家境殷实的少男少女，她们更在意的是在用车同时能否获得高级的质感、愉悦的体验，对价格反倒没那么敏感，显然精灵#1做到了。

【最不满意】座椅填充物厚度一般，坐上去比较板正，无论是驾驶还是乘坐，长时间坐的话舒适性欠佳。

【驾驶感受】电动车大都动力好、响应快、平顺性好，这台精灵#1这三个优点也全都具备，200kW电动机对于这台车来说动力绝对过剩，日常开尤其是小姐姐的话，Eco也行，Comfort足够用，Sport动力响应太过直接，可能会吓一跳。

【乘坐体验】座椅真皮材质摸上去手感非常细腻，包裹感不错。底盘是紧致偏舒适的质感，挑不出毛病，比smart fortwo又硬又颠的感觉强多了，配得上豪华品牌的认证。",,,2023-03-14
WaiGit,总的来说很满意，但是很多可以改进的地方。比如车机行车记录仪，Carplay。还是会有一些异响，放音乐基本可以无视。2.4万公里了，续航试过11 也试过20 个人觉得还是狠准确的。,,广州,2023-08-30
高转青年,"【最满意】Smart精灵#1 BRABUS性能版不足4秒的0-100km/h加速成绩绝对算是燃油时代“超跑”级的水准。再加上其底盘颇为出色的表现以及不大的块头，如同一台电动小钢炮

【最不满意】转向精准性对于赛道驾驶来说，还是有一定的欠缺，转向的电子感也稍微有些偏重，路感不够丰富。

【驾驶感受】使用新车专属、最激进的BARBUS模式，整个动力输出依然给人一种颇为线性、易控的感觉。前麦弗逊/后五连杆独立悬架，紧致、扎实的感觉给我留下了颇为深刻的印象。在弯中始终能给你不错的支撑性，侧倾的幅度比预期要小不少，车尾也展现出不错的跟随性。

【乘坐体验】BRABUS性能版的内饰设计与普通版车型保持高度一致，仅对局部进行了调整。使用了红色元素对头枕、缝线以及安全带进行点缀，整体运动氛围烘托得很到位，舒适度也有一定保障。",,,2022-11-14
用户7401493790418,选车的时候在海豹，宋plus和smart精灵1号之间纠结，后面看过实车，分别试驾以后，精灵1号的外观和操控着实大大加分，就不去在意空间小了一点的缺点，决定下定。,,上海,2023-09-04
汽车天涯,smart精灵#1诞生于SEA浩瀚平台架构，相比之前的smart那款经典的小车，变得更大、更智能、更实用，外观上圆润饱满。虽然依旧还是呆萌可爱的行事风格，但是整体感觉却已经完全没有了过去smart车型的影子，再加上双拼色车身、无框车门和隐藏式门把手，呆萌中还有几分时尚精致和科技感，内饰上，搭载了12.8英寸悬浮式中控屏，内置了8155芯片，保障算力，也就规避了车机的卡顿。动力部分，搭载后置驱动电机，最大功率200kW，峰值扭矩343N·m，官方公布的百公里加速时间为6.7s，续航里程达到535Km，该车唯一的槽点恐怕就是高达20万的售价了，如果能再便宜2-3万，那就更具有性价比了。,,,2022-08-31
可可小新呀,车子外形颜值吸睛 整体造型设计圆润软萌适合女孩子驾驶 空间日常通勤无压力，露营的话后备箱空间略显局促 是一辆值得入手的好车,,无锡,2023-12-31
汽车洋葱圈,【满意】 1，空间大，如今国产的smart真的一点都不小，很符合电动车的发展潮流，尤其是内部空间，4个成年人进入车内，并不会给人压抑的感觉。 2，外观好看，科技感十足，延续了smart的经典设计元素，同时融入未来感，让整车有着更强的视觉冲击力，贯穿式的大灯和尾灯，夜间点亮后的视觉效果很棒。 3，动力操控方面都很好，因为是电机的缘故，这台车的动力输出线性，推背感十足，日常在城市里驾驶，游刃有余，基本上不会有任何动力不足的表现；同时，操控方面也很好，这不得不夸奖一些吉利的浩瀚架构，带来了不错的操控性。 4，智能化不错，尤其是自适应巡航功能，不仅开启方便，使用起来也很人性，并不会给人一种突兀感，无论是制动还是加速过程，车辆控制得都很线性。 【不满意】 1，内饰异味比较大，影响乘车的心情，需要通风。 2，后备厢和前面的储物箱，都很小，并没有想象中的那么大。 3，悬架偏硬一点，尤其是车尾，有明显的颠簸感。 4，优惠幅度比较小，20多万元的价格，购买这样一台车，确实需要勇气。 【电耗】官方百公里耗电量13.4kWh，日常实际驾驶百公里耗电量15.5kWh，续航400+公里，整体表现不错。 【优惠】目前无现金优惠。,,,2023-03-29
用户3476964798695,车车外观和内饰非常吸引我，自己独立开了半年，驾驶感受很好，渐渐有人车合一的感觉。唯一的不好可能就是后备箱空间不是很大，对日常城市通勤影响不大，外出旅行需要装较多行李的时候可能会有些不便。,2023-12-30,合肥,
花舞梦溪,不得不说，smart精灵一号的外观长在了我的审美点上，真的很赞！其他的也不错，内饰嘛最大的问题在中控台，反光，其他都好；空间、续航、智能化、驾驶感我都挺满意的！,,宁波,2022-11-20
姜姜车语,作为历史上最便宜也是性能最强悍的巴博斯车型，这台售价不到30万smart精灵#1巴博斯版，性能已经可以媲美燃油时代超跑的水准。 它的驾驶模式分为4档，在最强的BRAUS模式下，地板油全力加速，瞬间而来的失重感会把你紧贴在座椅靠背上，随后而来的是强烈的眩晕感，这一过程不超过3.9秒。 如此夸张的加速源于前后双电机和四驱系统的加持，让这台车的最大功率达到了428马力，峰值扭矩达到543牛·米。 说到日常操控，它的方向盘转向在轻柔/舒适模式下，阻尼适中，手感适合女孩，但路感反馈一般。稳重模式下调头有些费劲，但并线时指向性明显会更好一些。 这台车刹车的脚感阻尼有一些偏大，不太好掌握刹车力度，尤其是对我们女孩来说，开时间长了真的会小腿变粗！,2023-04-11,,
喝椰子的无情精灵,小毛病太多，车企更是狗的很，把奔驰的傲慢继承的淋漓尽致。对待客户反馈的问题更是你说你的，我当没听见。线上线下订单定金迟迟不退，充电桩一年有效期。真的是谁买谁后悔。,,海口,2023-09-20
是董府三少爷哦,车辆整体不错，只是有些小bug需要优化，另外厂家需要提升客满度，多以客户为中心！提车服务很差，几乎没啥服务，好在车没啥问题！,,贵阳,2022-12-18
手机用户59618255558,2023年1月提车至今，光是市内通勤已跑了28000+km，足见使用之频繁。 外观时尚，彩色的尽头是黑色，耐看持久，还可随心变（贴膜）。 空间紧凑但是够用，后排放两个儿童安全座椅完全没问题。,2023-12-25,青岛,
Bo2520,空间比较小 但操控比较不错 续航中规中矩 新车轮胎有些不满意，第一年就漏气两次，胎壁比较薄,,青岛,2023-12-26
SeasonFs,外观潮流可爱，巴博斯版本更加了一点酷酷和霸气，男女通吃，驾驶空间已经挺够用了，就是后备箱不够大，配置和新势力们相比少了一些有特点的配置，但是够用了，不过真的要吐槽一下 内置行车记录仪大家都没有 和座椅通风巴博斯没有。。驾驶感觉不错，悬挂甚至比我之前的 4 系还多一点韧性，,2023-05-21,上海,
音速大梦11,"【最满意】外观直戳心吧上，都说精灵是来俘获女生欢心的车型，我这个大龄男孩也被深深吸引。主要是回头率太高了，它和特斯拉一样拥有初看不咋漂亮，越看越顺眼的特性。圆润且富有线条设计，可爱且拥有阳刚性就像正太一样可甜。

【续航】三电技术欠佳，CLTC续航535KM，实际开只有250KM以内（从95%跑到12%），到电量低于20%会强制锁动力释放，会特别肉且极速不到60KM/H。南方冬天驾驶只有200KM左，不敢开空调只敢开加热。

【最不满意】车机不顺滑，与本时代不符，相比吉利、极氪更不流畅，且360环视有较大延迟和不清晰，夜间噪点多。",2023-02-02,,
电动猩球KONG,1、从外观上来看 很适合女生，好看又有设计感，还是大品牌 颜色 绿色、粉色、红色、蓝色、灰色、黑色 亮点是计+ 劳斯莱斯同款的无框对开门＋隐藏式把手 前脸贯穿式的LED矩阵大灯 流光粒子格栅，像流星- 一样闪烁，可以跟着音乐 律动，可以定制图案，魔幻不失科技感 2、走进一看 无b柱的设计，搭配沉浸式天幕; 64款环绕氛围灯，还带主题和灯光秀，简直是妥 妥的轻奢风~ 10英寸的HUD抬头显示的 后备箱容积 323升.,,,2022-12-02
L小雪丶,就是后备箱的位置还是小了一些，出远门大行李箱就只能装一个了。其他的还是很满意滴。,,福州,2023-12-20
极智动力,smart精灵现在成为了吉利和奔驰的合作品牌，而smart精灵#1的外观和内饰是由奔驰来设计的，并且基于吉利SEA浩瀚平台进行打造，可以说现在已经是一款不折不扣的国产车品牌了。外观整体设计还是比较圆润的，虽然看上去一点也不“smart”，但至少比较可爱敦厚。尺寸方面，长宽高分别为4270/1822/1636mm，轴距为2750mm，这个空间表现在同级别车型里还算不错了。内饰方面，车内搭载了12.8英寸悬浮式中控大屏，中控屏上集合了几乎所有的功能，液晶仪表尺寸为9.2英寸，配置是也比较丰富，但是这款Pure+在一些安全配置和辅助操作上不如高配版配置丰富，动力方面，搭载后置单电机，最大扭矩343N·m，纯电续航535公里，整体来看，smart精灵#1的综合实力算不错，但落地的价格也不低。,,,2022-07-04
车扯,"外观方面，精灵#1大幅还原了此前所公布的概念车的设计风格，结合了极简以及可爱的设计元素，看上去颇有特点。除了前后贯穿式的灯带以及一些必要的细节装饰，精灵#1并没有使用过多的元素对车身进行装点，而是使用大量圆润的线条让其看上去十分柔和优雅。当然，精灵#1实车看上去还是有着一定体量感的，尤其是车身宽度，显得十分扎实，但紧凑的车身长度以及四轮四角的设计，还是让它拥有相比绝大部分车型更加方便的停车条件。整体上精灵#1应该是一款十分符合女性消费者审美的车型，但对于男性用户来讲，接受起来也没什么困难。

内饰方面，精灵#1的内饰设计同样很有奔驰家族的风格，线条流畅而优雅，并且设计的统一感很强，给人的印象十分精致且富有格调。不过值得注意的是，精灵#1的暗物质黑内饰配色所使用的白色饰板虽然实际的质感和触感足够精致，但视觉上的塑料感稍强。而触感金配色无论是饰件还是座椅的配色，在高级感上会有显著的提升。另外，精灵#1内置的骁龙8155芯片让车机的流畅度也有很不错的表现，包括UI设计也很有自身的特色，使用的感受绝对是国内新能源的第一梯队。

配置方面，我们所试驾的Premium版作为顶配车型，拥有包含并线辅助、疲劳驾驶提醒、开门预警等功能在内的全面的主/被动安全配置，L2级别的驾驶辅助以及360度全景影像等一系列的辅助配置也都没有缺席，甚至支持大灯自动变道以及自动泊车功能。当然，像HUD抬头显示、感应后备厢等一系列进阶配置也都出现在了该配置车型上，配置称得上十分全面。不过顶配车型的方向盘加热以及前排座椅通风需要单独的订阅或选装，稍显遗憾。

空间方面，虽然定位小型SUV，但在SEA纯电架构的加持下，对于身高175cm的乘客来讲，可以得到两拳左右的腿部空间，头部空间更是明显超过一拳，以其定位以及车身大小来讲，这样的后排空间表现已经称得上惊喜了。另外，精灵#1的后排座椅还支持前后13cm的调节以及四六比例放倒，前机盖内部也设有小的储物槽，实用性还是得到保证的。

动力方面，目前精灵#1的普通版车型标配了一台最大功率为200千瓦，峰值扭矩343牛米的后桥驱动电机，官方给出的破百时间仅6.7秒，这样的动力水平在该级别车型中可以称的上亮眼了。而在实际体验方面，其实无论在何种模式下，精灵#1的动力性格都是克制甚至可以说温柔的，尤其是起步时，哪怕在运动模式下，只要脚下动作不要过分突兀，动力的输出都十分轻柔线性。只有在深踩油门超车时，才会感受到其动力储备有多么强劲。这样的风格虽然少了一丝运动感，但对于绝大部分普通用户，尤其是女性驾驶者来讲，是十分友好易控的，亲和力很不错。

而在底盘方面，精灵#1的转向手感其实会略偏沉一点，和想象中的轻巧有一定不同。不过紧致一些的转向确实让这台车在高速驾驶时显得很沉稳，给驾驶者的信心很足。不过精灵#1的转向也还是称不上特别运动，在需要精准的控制车轮指向时，方向盘的电子味还是有些浓。而在悬挂方面，精灵#1的悬挂调校很有SEA架构的家族特色，显得十分紧致，贴地感很强，虽然有一些路感，但滤震的动作扎实且柔韧，高级感较强，是该级别车型中少数质感突出的车型。",2022-08-15,,
吴佩频道,"【最满意】
内外设计相当精致，虽然用料没有多豪华，但做工细致，找不出什么明显的瑕疵。采用无框式车门不止提升了颜值，NVH也并没有受到多少影响。零百加速时间虽然没有特别抢眼，但动力响应直接。底盘调校扎实紧绷有质感，支撑性充足同时也保留了足够的韧性。整体的驾驶感受有点像底盘稍微升高的Mini，也拥有同样的灵活紧凑的感觉，不过悬挂并不会像Mini那样过于紧绷，对路面颠簸起伏的包容性更强，但依然充满乐趣。


【最不满意】
后排横向宽度略窄，乘坐三位成年人比较局促。后轮轮拱位置隔音有待加强，会不时出现共鸣。",,,2022-07-16
