字段1_文本,字段2,时间,字段3,时间1
吃不了大苹果,"【空间表现】 对这辆车最喜欢的就是同级别的空间表现了，后排坐起来不挤，腿放着也很舒服，比我之前的小车坐着舒服 【续航】 满电400km,我在成都，气温18°左右的话，我开动能回收二级，单踏板模式，能耗大概在13.5kw/h，在市区基本上可以做到一比一，这个看个人开车习惯吧，我开高架桥比较多，平均时速70左右 【购车经历】 销售满满的套路吧，本来说优惠的金额也没兑现，本来打算不买了的，后面想着没车用了，干脆还是买了，只能说买晚了，相比去年涨价太多了，而且现在充电桩和充电权益只能二选一了，唉，没想到电车涨价还挺猛地 【驾驶感受】 电车的驾驶感受和油车比较，就是安静多了吧，而且提速快，没有顿挫感，马力随踩随有，这还挺好的",2023-01-08,成都,
浪里小白龙003,"最不能接受的
1、强烈吐嘈钥匙，不管你是什么人，就是给你风火轮，掉地上N次，厚的很也不好挂身上，反正没人认得出这个玩意儿跟钥匙有什么关联。我觉得如果一把是个性化钥匙的话那另一把可以设计成常规电子钥匙。
2、强烈吐嘈反光镜以及盲区，如下图，蓝色是行驶中哪吒，红色全是哪吒反光镜看不到车子的区域，已经几次感觉边上有车反光镜里面缺看不到车子的，而且反光镜已经多次调整，反正与油车别克英朗或者电车功夫牛相比反光镜视野小了一截。关于盲区：车的前半段都是盲区，尤其右前方，路口转弯一定要满，而且多转头！
3、车门难关，可能密封性太好吧，不用力碰不上，另外后备箱开关很拉夸，也得用力关，气压杆很重！
4、续航：全程空调2-3档风22℃，室外温度32-42℃，城乡结合路行驶，基本上就是开230-250续航就低于80续航，就要充电了，目前开了1200公里，充了10次电了！2次快充（1次是提车就有的记录，另一次是我提车后试试送的快充）其余8次都是慢充。基本续航剩100上下就充电了。

【乘坐体验】乘坐过的都说空间大，舒服。",2022-08-19,无锡,
纠结的圆圆,8月提的车，简单来说下感受 外观不错，紧凑但空间挺大 乘坐空间很大很舒适，但座椅有点low 智能车机比较拉胯，经常报错，车机ai有时候还同时有两个声音回答，明显有问题 续航还还可以，我用的单踏板，主要城市开，基本14左右的能耗(空调音乐全程伴随) 目前跑了一周大概500公里左右 哦还有，吐槽下现在充电好贵，因为小区比较老旧不给安装充电桩，一般在公司停车场充电，一度电2.3元(叫惬意充)，简直抢劫，打算买个随车充自己家里慢慢充得了 不过最重要的是，女友还挺满意的(放个女友照证明一下) 对了还要吐槽下，这车那么多雷达和摄像头，但是手机端app里功能太简陋了，连个远程监控车里状态的都没有，更别提哨兵模式了，希望后续官方能升级一下app功能,2023-08-11,上海,
老爷会生活,购买的是最低配，俗称的丐中丐版本，续航400的，所以基本没什么配置，但是车 的空间真心大，用车基本无视费用了，上下班通勤很合适，周边游也是足够的，反正不后悔买这台车，美中不足就是销售和售后有待提高，确实和别的品牌不止一点点差距,2023-03-17,贵阳,
橙子栗子梅子,第一眼没看中外观的，日行灯仿凯迪拉克是个败笔，奈何价格和空间还有内饰都挺满意，试驾也感觉不错，所以就决定是它了。目前开了10个月左右有一万三千多公里了，没出现什么问题，400公里的续航充电会较频繁一些，不能低于120充电（不然对电池不太好），基本跑个200多公里就要考虑要去充电了，当然比起加油还是省不少钱的，每天开着上下班或去出游也不会感觉消费很高的。后排空间还是很友好的但后备箱就小了些但也足够用了。冬天开暖风忘了是不是会很快暖起来，但夏天提前10分钟开冷风温度还是不尽如人意，非得跑起来几分钟空调出风口的冷风才够冷，主驾座椅开久了坐着还是没那么舒服的，车轮在有少许水的柏油路面急加速过一次，很明显打滑了，还是得注意，就想到这么多，以后再补充，希望哪吒越来越热销。,2023-06-09,南昌,
宝藏男孩,整体还好，驾驶质感也还可以，比上一代的比亚迪要好很多！配置上面有一些高级且无用的配置，有一些有用却没有的简单配置。但是这个车的充电时间很快，续航也挺真实的！目前还没有机会体验售后。希望会好一些吧！,2023-07-29,杭州,
左手抓方向盘的理工男,同等价位上的新能源车算基本满足预期，但美中不足的是售后人员真的不敢恭维，技术不行脾气倒不小，车本身也存在一些问题，前轮轴承异响，虽说后是独立悬挂但是过减速带还是跳的很高，高得让车主有点心慌,2023-09-14,湛江,
一路向西012,"哪吒U610同价位电池最大，同电池大小其他品牌贵3万以上,性价比无敌，开了也有一万公里了，大概总结一下； 先说缺点吧， 1，A柱盲区过大，我开过的所有车，这个盲区最大，外后视镜也卡了A柱视角，要设计下移5公就好了，改款的哪吒X也没改 2，车尾单向通风阀设计缺陷，导致全车关窗状态，最后一扇门很难关，有机会一定要自己再切一个，又怕脱保，唉 3，加速踏板调教行程过长，导致起步踩前半段反应迟钝一两秒，习惯了也还凑合 4，全车塑料件覆盖过多，组装工艺不行，不过这个价格物有所值 其他全身是优点 1，这个价位81度电池包续航很实，跑四百公里后充电就行，170KW加速也很猛，开运动模式零百7秒左右，体感强劲 2，乘坐空间真大，比我之前BYD S6还大，后备箱不大，但是后排放倒能睡觉，开起来底盘比元plus更好些 3，快充速度好像比其他同级车也更快，用了半年没出过毛病，运气不错 总体物有所值，这个版本值得购买，至少适合我这种手头没啥钱的",2023-12-05,宜春,
衢州麻帝主,买的最低配，配置不多，对我来说够用了，标配佳通静音胎，动力不说很好，还不错，开着也是很舒服，噪音也不大，比上一台车起亚K4开着舒服太多了。我是干工地的，中午午睡可以在车里吹着空调，下午干活都是精力十足。很爽,2022-08-01,衢州,
用户6680939945980,空间可以，坐进很空畅，外观喜欢，续航，都是在镇上和县里走走，本人驾车很佛系，应该8的5折，刹车很软，很难控制，刹到一个只就会点头，很难得心应手，目前1000公里，后备箱异响走烂路，不开音响很烦其他暂时没有什么发现，再看看，5分 【充电时间】6到7小时。 【空间表现】 空间大很好。 【续航】 没有跑完应该有85折。 【最不满意】 刹车，刹车太软，点头，异响。,2022-10-03,阳江,
A一看就,优点空间大，内饰漂亮，外观我个人感觉挺不错，缺点小毛病多，开了800多公里一次启动之后挂不了D档和R档小电瓶断电重启后解决，APP好几次连接不上车辆，两次续航从100多公里一夜之间掉几十公里。,2022-12-14,沧州,
极速科里8f8,【驾驶感受】 平顺，舒适，不是油车能够匹及的，换挡按钮虽然科技感十足，但我还是不太习惯，需要时间过渡。 【空间表现】 轴距同级车内最惊喜的，空间后排太意外，而且乘坐舒适感也很不错👍,2022-10-05,东营,
破执哪吒,8月15号提车，用百分之五十的电跑150公里.观后镜太大有点当视线，车开着不错，前天刚贴膜，第一次充电是需要跑到百分之二十才充吗？一直用家桩充的话有啥弊端吗？请各位大佬留言告知！谢谢啦,2023-08-17,济源,
厂家别倒闭,配置看似还可以，实际经常出小故障，才一个多月倒车影像不显示，车机没有声音都遇上了，缺点还是比较明显，盲区这个老生常谈就不说了，另外我这个是置换，有点坑，建议车友们谨慎选择置换，性价比太差。这车主要买个空间，唯一的优点。希望别倒闭就行，也没啥其他需求了。随便找张图。,2023-10-19,舟山,
哈哈白茶清,符合家用车，总体来说中规中矩，没大毛病，各类车企的异响小毛病也同样存在，刹车偏软，空间在这个价位不错，坐标海南，续航达成还可以我常年一人跑快速路，日常能跑340左右吧。,,海口,2023-10-09
